,Beijing,Haerbin,Jinan,Rongcheng,Taiyuan,XiAn,Chengdu,Nanjing,Jixi,Suzhou,Wenzhou,Changsha,Loudi,Nanchang,Meixian,Guilin,Guangzhou,Fuzhou,Xiamen
Suzhou_俚 竹+马,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Wenzhou_渠 俫,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Changsha_他 們,1.000,1.000,1.000,1.000,1.000,0.321,1.000,1.000,0.319,NaN,NaN,1.000,NaN,NaN,NaN,NaN,0.645,NaN,NaN
Loudi_他 㑲,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN
Nanchang_渠 們,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN
Meixian_佢 丁 人,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN
Guilin_他 的 個,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN
Guangzhou_佢 哋,0.645,0.645,0.645,0.645,0.645,0.252,0.645,0.645,0.188,NaN,NaN,0.645,NaN,NaN,NaN,NaN,1.000,NaN,NaN
Fuzhou_伊 儂,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN
Xiamen_𪜶,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000
Beijing_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Haerbin_日 頭,NaN,1.000,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,1.000,NaN,1.000,NaN
Jinan_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Rongcheng_日 頭,NaN,1.000,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,1.000,NaN,1.000,NaN
Taiyuan_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
XiAn_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Chengdu_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Nanjing_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Jixi_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Suzhou_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Wenzhou_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Changsha_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Loudi_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Nanchang_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Meixian_日 頭,NaN,1.000,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,1.000,NaN,1.000,NaN
Guilin_日 頭,NaN,1.000,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,1.000,NaN,1.000,NaN
Guangzhou_太 陽,1.000,NaN,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,NaN,0.395
Fuzhou_日 頭,NaN,1.000,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,1.000,NaN,1.000,NaN
Xiamen_日,0.395,NaN,0.395,NaN,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,NaN,NaN,0.395,NaN,1.000
Beijing_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Haerbin_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Jinan_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Rongcheng_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Taiyuan_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
XiAn_睡,0.826,0.826,0.826,0.826,0.826,1.000,0.704,0.826,0.653,0.826,0.428,0.826,0.653,0.826,0.670,0.826,0.826,0.365,0.365
Chengdu_睡 倒,0.786,0.786,0.786,0.786,0.786,0.704,1.000,0.786,0.607,0.786,0.496,0.786,0.607,0.786,0.608,0.786,0.786,0.360,0.360
Nanjing_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Jixi_睏,0.594,0.594,0.594,0.594,0.594,0.653,0.607,0.594,1.000,0.594,0.443,0.594,1.000,0.594,0.685,0.594,0.594,0.270,0.270
Suzhou_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Wenzhou_翻,0.565,0.565,0.565,0.565,0.565,0.428,0.496,0.565,0.443,0.565,1.000,0.565,0.443,0.565,0.467,0.565,0.565,0.496,0.496
Changsha_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Loudi_睏,0.594,0.594,0.594,0.594,0.594,0.653,0.607,0.594,1.000,0.594,0.443,0.594,1.000,0.594,0.685,0.594,0.594,0.270,0.270
Nanchang_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Meixian_眠,0.628,0.628,0.628,0.628,0.628,0.670,0.608,0.628,0.685,0.628,0.467,0.628,0.685,0.628,1.000,0.628,0.628,0.345,0.345
Guilin_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Guangzhou_躺,1.000,1.000,1.000,1.000,1.000,0.826,0.786,1.000,0.594,1.000,0.565,1.000,0.594,1.000,0.628,1.000,1.000,0.434,0.434
Fuzhou_倒,0.434,0.434,0.434,0.434,0.434,0.365,0.360,0.434,0.270,0.434,0.496,0.434,0.270,0.434,0.345,0.434,0.434,1.000,1.000
Xiamen_倒,0.434,0.434,0.434,0.434,0.434,0.365,0.360,0.434,0.270,0.434,0.496,0.434,0.270,0.434,0.345,0.434,0.434,1.000,1.000
Beijing_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_天,0.551,1.000,0.551,0.551,0.536,0.551,0.536,0.551,0.551,1.000,NaN,0.551,1.000,0.551,0.536,0.551,0.551,0.718,0.309
Jinan_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_天,0.551,1.000,0.551,0.551,0.536,0.551,0.536,0.551,0.551,1.000,NaN,0.551,1.000,0.551,0.536,0.551,0.551,0.718,0.309
Wenzhou_日,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,1.000,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795
Changsha_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_天,0.551,1.000,0.551,0.551,0.536,0.551,0.536,0.551,0.551,1.000,NaN,0.551,1.000,0.551,0.536,0.551,0.551,0.718,0.309
Nanchang_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_天,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Haerbin_天,0.551,1.000,0.551,0.551,0.536,0.551,0.536,0.551,0.551,1.000,NaN,0.551,1.000,0.551,0.536,0.551,0.551,0.718,0.309
Jinan_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Rongcheng_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Taiyuan_天 上,0.839,0.536,0.839,0.839,1.000,0.839,1.000,0.839,0.839,0.536,NaN,0.839,0.536,0.839,1.000,0.839,0.839,0.619,0.494
XiAn_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Chengdu_天 上,0.839,0.536,0.839,0.839,1.000,0.839,1.000,0.839,0.839,0.536,NaN,0.839,0.536,0.839,1.000,0.839,0.839,0.619,0.494
Nanjing_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Jixi_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Suzhou_天,0.551,1.000,0.551,0.551,0.536,0.551,0.536,0.551,0.551,1.000,NaN,0.551,1.000,0.551,0.536,0.551,0.551,0.718,0.309
Wenzhou_天 里,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Changsha_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Loudi_天,0.551,1.000,0.551,0.551,0.536,0.551,0.536,0.551,0.551,1.000,NaN,0.551,1.000,0.551,0.536,0.551,0.551,0.718,0.309
Nanchang_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Meixian_天 上,0.839,0.536,0.839,0.839,1.000,0.839,1.000,0.839,0.839,0.536,NaN,0.839,0.536,0.839,1.000,0.839,0.839,0.619,0.494
Guilin_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Guangzhou_天 空,1.000,0.551,1.000,1.000,0.839,1.000,0.839,1.000,1.000,0.551,NaN,1.000,0.551,1.000,0.839,1.000,1.000,0.521,0.478
Fuzhou_天 中,0.521,0.718,0.521,0.521,0.619,0.521,0.619,0.521,0.521,0.718,NaN,0.521,0.718,0.521,0.619,0.521,0.521,1.000,0.357
Xiamen_天 頂,0.478,0.309,0.478,0.478,0.494,0.478,0.494,0.478,0.478,0.309,NaN,0.478,0.309,0.478,0.494,0.478,0.478,0.357,1.000
Beijing_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Haerbin_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Jinan_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Rongcheng_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Taiyuan_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
XiAn_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Chengdu_聽 到,0.961,0.961,0.961,0.961,0.961,0.961,1.000,0.961,0.961,0.961,NaN,0.961,0.961,0.961,0.861,0.961,0.961,0.961,NaN
Nanjing_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Jixi_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Suzhou_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Wenzhou_聽 着,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000
Changsha_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Loudi_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Nanchang_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Meixian_聽,0.828,0.828,0.828,0.828,0.828,0.828,0.861,0.828,0.828,0.828,NaN,0.828,0.828,0.828,1.000,0.828,0.828,0.828,NaN
Guilin_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Guangzhou_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Fuzhou_聽 見,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,NaN,1.000,1.000,1.000,0.828,1.000,1.000,1.000,NaN
Xiamen_聽 着,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000
Beijing_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Haerbin_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Jinan_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Rongcheng_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Taiyuan_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
XiAn_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Chengdu_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Nanjing_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Jixi_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Suzhou_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Wenzhou_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Changsha_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Loudi_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Nanchang_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Meixian_頭 那,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN
Guilin_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Guangzhou_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Fuzhou_頭,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,NaN
Xiamen_頭 壳,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000
Beijing_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Haerbin_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Jinan_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Rongcheng_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Taiyuan_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
XiAn_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Chengdu_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Nanjing_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Jixi_頭 毛,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,1.000
Suzhou_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Wenzhou_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Changsha_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Loudi_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Nanchang_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Meixian_頭 那 髮,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN
Guilin_頭 毛,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,1.000
Guangzhou_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Fuzhou_頭 髮,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,NaN,NaN,1.000,1.000,NaN
Xiamen_頭 毛,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,1.000
Beijing_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Haerbin_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Jinan_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Rongcheng_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Taiyuan_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
XiAn_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Chengdu_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Nanjing_地,0.532,0.532,0.532,0.532,0.532,0.532,0.532,1.000,1.000,0.528,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.343,0.532
Jixi_地,0.532,0.532,0.532,0.532,0.532,0.532,0.532,1.000,1.000,0.528,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.343,0.532
Suzhou_地 皮,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.528,0.528,1.000,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.411,0.819
Wenzhou_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Changsha_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Loudi_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Nanchang_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Meixian_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Guilin_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Guangzhou_土 地,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.532,0.532,0.819,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.415,1.000
Fuzhou_涂 地,0.415,0.415,0.415,0.415,0.415,0.415,0.415,0.343,0.343,0.411,0.415,0.415,0.415,0.415,0.415,0.415,0.415,1.000,0.415
